date,Rm,CSAD,abs_Rm,Rm_sq,N,CSAD_fitted,residual
1996-01-01,,,,,0,,
1996-01-02,-0.0142590990239478,0.0127375185194326,0.0142590990239478,0.0002033219049747,15,0.01881837313562272,-0.00608085461619012
1996-01-03,-0.0249735596453778,0.038445425780967,0.0249735596453778,0.0006236786813612,18,0.030423910625980082,0.008021515154986916
1996-01-04,-0.0079963962968844,0.0093241639718328,0.0079963962968844,6.394235373682688e-05,18,0.012103607084525979,-0.002779443112693179
1996-01-05,-0.001879038477714,0.0075919373746908,0.001879038477714,3.530785600729872e-06,18,0.005593668683421093,0.0019982686912697074
1996-01-08,-0.0172016141503125,0.0135765657926735,0.0172016141503125,0.0002958955293762,18,0.02199081111656426,-0.00841424532389076
1996-01-09,-0.0028578427352001,0.013468625314297,0.0028578427352001,8.167265099136306e-06,18,0.006632033933907243,0.0068365913803897565
1996-01-10,-0.0038515068009699,0.0175127393676791,0.0038515068009699,1.483410463791804e-05,18,0.007687431113178541,0.009825308254500557
1996-01-11,0.0079502649573996,0.012763728645166,0.0079502649573996,6.320671289285696e-05,18,0.012054334095245853,0.000709394549920148
1996-01-12,0.0059497194709411,0.0076207628338811,0.0059497194709411,3.53991617828959e-05,18,0.009920195563125074,-0.002299432729243974
1996-01-15,-0.0036902493763019,0.0053151078243159,0.0036902493763019,1.3617940459296683e-05,18,0.00751606845623279,-0.0022009606319168904
1996-01-16,-0.0017111568590453,0.0141872250971028,0.0017111568590453,2.9280577962579653e-06,18,0.005415695870516206,0.008771529226586593
1996-01-17,-0.0108971393399208,0.0155335895953921,0.0108971393399208,0.0001187476457936,18,0.015207427082364604,0.00032616251302749685
1996-01-18,-0.0088579078776038,0.0122514661398175,0.0088579078776038,7.846253196811663e-05,18,0.013024295409535654,-0.0007728292697181532
1996-01-19,-0.0028039854341053,0.0132923920688856,0.0028039854341053,7.86233431467506e-06,18,0.006574867149531051,0.00671752491935455
1996-01-22,0.0017495706808549,0.008520380055355,0.0017495706808549,3.0609975673071377e-06,18,0.005456415491065046,0.003063964564289953
